0,0,-4.171927949709132
0,1,0.171927949709132
0,2,1.000000000000000
0,3,1.000000000000000
0,4,1.000000000000000
0,19,1.000000000000000
1,0,1.000000000000000
1,1,-3.000000000000000
1,5,1.000000000000000
1,18,1.000000000000000
2,0,0.470461879076635
2,2,-1.470461879076635
2,15,1.000000000000000
3,0,0.092870966130658
3,3,-1.092870966130657
3,17,1.000000000000000
4,0,0.001743536883715
4,4,-1.055649889071475
4,5,1.000000000000000
4,13,0.053906352187761
5,1,0.000009931714461
5,4,0.033131919825342
5,5,-0.087048203727563
5,14,0.053906352187761
6,6,-2.058452394719176
6,7,0.058452394719175
6,8,1.000000000000000
6,19,1.000000000000000
7,6,1.000000000000000
7,7,-2.000000000000000
7,18,1.000000000000000
8,6,0.004360244744990
8,8,-0.030339086842401
8,15,0.025978842097411
9,9,-1.000000000000000
9,19,1.000000000000000
10,10,-2.058452394719176
10,11,0.058452394719175
10,12,1.000000000000000
10,19,1.000000000000000
11,10,1.000000000000000
11,11,-2.000000000000000
11,18,1.000000000000000
12,10,0.000860728913527
12,12,-0.019640525987482
12,17,0.018779797073956
13,4,1.000000000000000
13,13,-3.000000000000000
13,14,1.000000000000000
13,19,1.000000000000000
14,5,1.000000000000000
14,13,0.033131919825342
14,14,-1.035968692152492
14,18,0.002836772327150
15,2,0.058452394719175
15,8,1.000000000000000
15,15,-2.058452394719176
15,19,1.000000000000000
16,16,-1.000000000000000
16,19,1.000000000000000
17,3,0.058452394719175
17,12,1.000000000000000
17,17,-2.058452394719176
17,19,1.000000000000000
18,1,0.064947105243528
18,7,0.134765880469402
18,11,0.186427015960068
18,14,1.000000000000000
18,18,-2.386140001672998
18,19,1.000000000000000
19,0,0.001214429661563
19,6,0.007412021935280
19,9,0.013666729793625
19,10,0.010253345481897
19,13,0.037547512561926
19,15,0.044161683286344
19,16,0.095771872447442
19,17,0.223712419152082
19,18,0.003214837689771
19,19,-0.436954852009929
